"theme","formateur","stars_rating","knowledge","professionalism","communication","overall_score","relevence","structure","duration","clarity","environment","typef"
Microsoft Delve,Hassan Al-Subhi,4,3,2,2,3,2,1,1,3,2,1
Microsoft Delve,Hassan Al-Subhi,5,2,3,2,2,3,2,3,3,2,1
Microsoft Delve,Hassan Al-Subhi,3,2,2,3,2,3,2,3,3,3,1
Microsoft Delve,Hassan Al-Subhi,3,2,2,3,3,3,2,2,3,2,1
Microsoft Delve,Hassan Al-Subhi,5,3,3,2,3,2,1,1,3,3,1
Microsoft Delve,Hassan Al-Subhi,3,1,3,3,3,3,3,3,3,3,1
Microsoft Delve,Hassan Al-Subhi,5,2,3,2,2,2,3,3,2,2,1
Microsoft Outlook,Amin Al-Juaied,4,1,2,2,2,3,2,1,2,3,0
Microsoft Outlook,Amin Al-Juaied,4,3,3,2,2,3,3,3,2,2,0
Microsoft Outlook,Amin Al-Juaied,3,2,2,2,3,3,1,3,2,2,0
Microsoft Outlook,Amin Al-Juaied,1,1,2,2,3,2,2,1,1,3,0
Microsoft Outlook,Amin Al-Juaied,2,1,3,2,2,2,2,2,2,3,0
Microsoft Outlook,Amin Al-Juaied,5,1,2,2,2,2,2,3,3,2,0
Microsoft Outlook,Amin Al-Juaied,4,2,3,3,3,3,2,2,3,2,0
Microsoft Outlook,Amin Al-Juaied,1,1,2,3,2,1,1,2,2,2,0
Microsoft Outlook,Amin Al-Juaied,3,1,3,3,3,2,1,3,2,3,0
Microsoft Outlook,Amin Al-Juaied,5,2,2,2,3,3,1,2,3,2,0
Microsoft Visio,Noor Al-Harbi,1,1,3,3,2,2,1,2,2,2,1
Microsoft Visio,Noor Al-Harbi,3,2,3,3,3,2,2,3,3,2,1
Microsoft Visio,Noor Al-Harbi,0,1,3,3,2,1,3,2,1,2,1
Microsoft Visio,Noor Al-Harbi,5,3,2,3,2,3,3,3,2,2,1
Microsoft Visio,Noor Al-Harbi,1,2,3,3,3,2,2,2,2,3,1
Microsoft Visio,Noor Al-Harbi,1,1,3,2,2,1,2,1,1,1,1
Microsoft Visio,Noor Al-Harbi,0,2,2,2,3,1,3,1,2,3,1
Microsoft Visio,Noor Al-Harbi,3,2,2,3,2,2,2,2,2,2,1
Microsoft Visio,Noor Al-Harbi,0,3,2,2,3,2,1,1,2,3,1
Microsoft Project,Layla Al-Khalid,0,2,3,3,2,2,3,2,1,1,1
Microsoft Project,Layla Al-Khalid,1,1,3,2,2,1,1,2,2,2,1
Microsoft Project,Layla Al-Khalid,5,3,3,3,3,2,3,1,2,3,1
Microsoft Project,Layla Al-Khalid,0,2,2,3,3,2,3,2,2,2,1
Microsoft Project,Layla Al-Khalid,1,3,2,2,2,2,1,2,2,1,1
Microsoft Project,Layla Al-Khalid,2,1,3,2,3,2,2,2,2,3,1
Microsoft Project,Layla Al-Khalid,5,3,2,2,2,2,1,3,2,3,1
Microsoft Project,Layla Al-Khalid,2,1,2,3,3,2,2,2,1,1,1
Microsoft Project,Layla Al-Khalid,4,1,2,3,2,2,3,3,3,3,1
Microsoft PowerApps,Amin Al-Juaied,2,1,3,3,3,1,3,2,2,3,1
Microsoft PowerApps,Amin Al-Juaied,3,2,3,3,3,3,2,3,3,2,1
Microsoft PowerApps,Amin Al-Juaied,0,3,3,3,2,1,1,1,1,3,1
Microsoft PowerApps,Amin Al-Juaied,1,1,3,3,3,2,2,1,1,2,1
Microsoft PowerApps,Amin Al-Juaied,3,1,2,2,3,2,1,3,2,3,1
Microsoft PowerApps,Amin Al-Juaied,2,3,2,3,3,2,1,1,2,1,1
Microsoft PowerApps,Amin Al-Juaied,3,2,2,2,2,2,3,2,2,3,1
Microsoft PowerApps,Amin Al-Juaied,4,2,2,3,3,2,1,1,3,3,1
Microsoft PowerApps,Amin Al-Juaied,1,2,3,3,3,2,1,2,2,3,1
Microsoft PowerApps,Amin Al-Juaied,3,1,2,2,3,2,1,1,2,3,1
Microsoft PowerApps,Amin Al-Juaied,2,3,2,2,3,2,3,1,2,3,1
Microsoft PowerApps,Amin Al-Juaied,3,1,2,3,3,2,2,1,3,2,1
Microsoft Outlook,Noor Al-Harbi,1,2,2,2,2,2,3,2,2,1,0
Microsoft Outlook,Noor Al-Harbi,2,1,2,2,3,2,2,2,1,3,0
Microsoft Outlook,Noor Al-Harbi,5,3,3,2,3,3,2,1,2,3,0
Microsoft Outlook,Noor Al-Harbi,5,2,2,3,2,2,2,1,2,2,0
Microsoft Outlook,Noor Al-Harbi,4,2,2,2,2,2,1,2,2,2,0
Microsoft Outlook,Noor Al-Harbi,1,2,2,2,3,1,2,2,1,1,0
Microsoft Outlook,Noor Al-Harbi,5,3,3,2,2,3,3,1,2,2,0
Microsoft Outlook,Noor Al-Harbi,4,3,2,3,2,2,1,3,3,2,0
Microsoft Outlook,Noor Al-Harbi,3,3,3,2,2,2,1,1,2,2,0
Microsoft Outlook,Noor Al-Harbi,2,1,3,3,3,1,2,1,1,2,0
Microsoft Outlook,Noor Al-Harbi,2,1,3,2,2,1,1,1,1,3,0
Microsoft PowerApps,Sara Al-Otaibi,2,2,2,2,1,2,1,1,2,2,1
Microsoft PowerApps,Sara Al-Otaibi,2,2,1,1,1,2,1,1,1,1,1
Microsoft PowerApps,Sara Al-Otaibi,2,2,1,2,1,2,3,2,1,1,1
Microsoft PowerApps,Sara Al-Otaibi,5,2,1,1,1,2,1,2,2,3,1
Microsoft PowerApps,Sara Al-Otaibi,1,2,1,1,1,1,2,1,2,3,1
Microsoft PowerApps,Sara Al-Otaibi,1,2,1,1,1,1,2,1,1,1,1
Microsoft PowerApps,Sara Al-Otaibi,2,2,1,1,1,2,1,2,2,1,1
Microsoft PowerApps,Sara Al-Otaibi,2,2,1,2,1,2,3,2,1,1,1
Microsoft Outlook,Hassan Al-Subhi,4,3,2,3,2,2,2,1,3,3,0
Microsoft Outlook,Hassan Al-Subhi,5,3,3,2,2,2,3,2,2,3,0
Microsoft Outlook,Hassan Al-Subhi,3,2,3,2,3,3,1,2,3,2,0
Microsoft Outlook,Hassan Al-Subhi,3,3,2,2,3,2,3,3,2,2,0
Microsoft Outlook,Hassan Al-Subhi,1,2,2,2,2,2,1,2,1,2,0
Microsoft Outlook,Hassan Al-Subhi,2,2,3,3,2,2,1,2,2,3,0
Microsoft Outlook,Hassan Al-Subhi,2,3,3,2,2,2,3,1,2,1,0
Microsoft Outlook,Hassan Al-Subhi,3,3,3,2,3,2,3,3,2,3,0
Microsoft Outlook,Hassan Al-Subhi,0,2,3,2,3,1,1,2,1,2,0
Microsoft Outlook,Hassan Al-Subhi,3,2,3,3,3,2,2,3,3,3,0
Microsoft Power BI,Fatima Al-Jamal,1,3,3,3,2,2,3,1,1,3,1
Microsoft Power BI,Fatima Al-Jamal,5,1,2,3,3,3,3,2,2,3,1
Microsoft Power BI,Fatima Al-Jamal,2,1,3,2,2,1,2,1,1,1,1
Microsoft Power BI,Fatima Al-Jamal,0,1,3,2,2,2,1,2,1,1,1
Microsoft Power BI,Fatima Al-Jamal,4,2,2,3,2,2,2,2,3,3,1
Microsoft Power BI,Fatima Al-Jamal,0,1,3,3,3,2,2,2,1,3,1
Microsoft Power BI,Fatima Al-Jamal,5,2,3,3,3,2,1,2,2,3,1
Microsoft Power BI,Fatima Al-Jamal,2,3,3,2,3,2,1,1,1,1,1
Microsoft Power BI,Fatima Al-Jamal,2,1,2,2,3,1,3,2,2,1,1
Microsoft Yammer,Youssef Al-Abdullah,3,1,2,2,3,3,3,1,3,2,1
Microsoft Yammer,Youssef Al-Abdullah,4,2,2,2,2,3,3,1,3,3,1
Microsoft Yammer,Youssef Al-Abdullah,5,1,2,2,2,3,1,3,3,2,1
Microsoft Yammer,Youssef Al-Abdullah,3,2,2,3,2,2,3,3,2,2,1
Microsoft Yammer,Youssef Al-Abdullah,0,1,3,2,3,2,3,2,2,2,1
Microsoft SharePoint,Youssef Al-Abdullah,1,2,2,2,3,2,3,1,2,3,1
Microsoft SharePoint,Youssef Al-Abdullah,4,2,2,3,3,3,3,1,3,3,1
Microsoft SharePoint,Youssef Al-Abdullah,3,2,2,2,2,2,3,1,2,2,1
Microsoft SharePoint,Youssef Al-Abdullah,2,3,2,3,3,1,2,2,1,2,1
Microsoft SharePoint,Youssef Al-Abdullah,4,3,3,3,3,3,3,3,3,3,1
Microsoft Stream,Mohammed Al-Badrani,4,1,3,3,2,3,2,1,3,2,1
Microsoft Stream,Mohammed Al-Badrani,2,3,2,2,2,1,1,1,2,2,1
Microsoft Stream,Mohammed Al-Badrani,5,3,2,3,3,3,1,2,3,3,1
Microsoft Stream,Mohammed Al-Badrani,5,2,3,3,2,3,3,2,3,3,1
Microsoft Stream,Mohammed Al-Badrani,0,2,2,3,3,1,1,1,1,1,1
Microsoft Stream,Mohammed Al-Badrani,5,1,2,3,3,3,1,1,3,3,1
Microsoft Stream,Mohammed Al-Badrani,0,3,2,3,3,1,1,2,2,1,1
Microsoft Stream,Mohammed Al-Badrani,3,3,2,2,2,3,3,3,2,2,1
Microsoft Stream,Mohammed Al-Badrani,1,3,2,2,3,1,3,2,1,1,1
Microsoft Stream,Mohammed Al-Badrani,4,2,3,3,2,2,2,3,2,2,1
Microsoft Stream,Mohammed Al-Badrani,0,3,3,2,2,1,2,1,2,2,1
Microsoft Power BI,Youssef Al-Abdullah,4,3,3,3,2,2,3,1,2,3,1
Microsoft Power BI,Youssef Al-Abdullah,1,1,3,2,3,2,1,1,2,3,1
Microsoft Power BI,Youssef Al-Abdullah,4,3,2,3,2,3,1,3,2,3,1
Microsoft Power BI,Youssef Al-Abdullah,2,2,3,2,2,2,2,1,1,3,1
Microsoft Power BI,Youssef Al-Abdullah,5,3,3,2,2,3,3,2,3,3,1
Microsoft Power BI,Youssef Al-Abdullah,3,3,2,2,3,2,1,2,2,3,1
Microsoft PowerPoint,Youssef Al-Abdullah,5,2,2,3,3,2,3,2,2,2,0
Microsoft PowerPoint,Youssef Al-Abdullah,4,3,3,2,3,2,1,2,2,3,0
Microsoft PowerPoint,Youssef Al-Abdullah,0,2,3,2,2,1,3,1,1,3,0
Microsoft PowerPoint,Youssef Al-Abdullah,1,1,2,3,3,2,2,1,1,1,0
Microsoft PowerPoint,Youssef Al-Abdullah,1,2,3,3,2,2,2,2,1,1,0
Microsoft PowerPoint,Youssef Al-Abdullah,5,3,2,3,3,2,2,2,2,3,0
Microsoft PowerPoint,Youssef Al-Abdullah,2,1,3,2,3,1,1,2,1,1,0
Microsoft PowerPoint,Youssef Al-Abdullah,1,3,3,3,3,2,2,2,2,1,0
Microsoft PowerPoint,Youssef Al-Abdullah,3,3,3,3,3,3,2,1,3,3,0
Microsoft PowerPoint,Youssef Al-Abdullah,1,2,2,3,3,2,2,2,1,3,0
Microsoft PowerPoint,Youssef Al-Abdullah,3,3,2,3,3,3,1,2,3,2,0
Microsoft PowerPoint,Youssef Al-Abdullah,0,3,2,2,2,1,2,2,1,1,0
Microsoft Delve,Fatima Al-Jamal,2,3,2,3,3,2,1,2,2,2,1
Microsoft Delve,Fatima Al-Jamal,3,1,3,3,2,3,2,1,2,2,1
Microsoft Delve,Fatima Al-Jamal,0,2,3,2,3,2,3,1,2,3,1
Microsoft Delve,Fatima Al-Jamal,5,3,2,2,2,2,2,1,3,2,1
Microsoft Delve,Fatima Al-Jamal,5,3,2,2,3,2,2,2,3,2,1
Microsoft Delve,Fatima Al-Jamal,3,1,2,3,3,2,1,1,3,3,1
Microsoft Delve,Fatima Al-Jamal,2,2,2,3,2,2,3,1,2,3,1
Microsoft Delve,Fatima Al-Jamal,5,1,3,2,2,3,1,3,2,2,1
Microsoft Delve,Fatima Al-Jamal,1,2,2,3,2,2,2,2,1,3,1
Microsoft Delve,Fatima Al-Jamal,5,3,3,2,2,3,3,3,3,3,1
Microsoft Delve,Fatima Al-Jamal,1,3,3,3,2,2,3,1,1,3,1
Microsoft Yammer,Youssef Al-Abdullah,2,1,2,2,2,2,2,2,1,3,1
Microsoft Yammer,Youssef Al-Abdullah,5,3,2,2,2,3,2,3,2,3,1
Microsoft Yammer,Youssef Al-Abdullah,1,3,2,2,2,2,2,2,1,1,1
Microsoft Yammer,Youssef Al-Abdullah,1,1,3,2,3,1,1,2,2,1,1
Microsoft Yammer,Youssef Al-Abdullah,5,3,2,2,3,3,1,3,2,3,1
Microsoft Yammer,Youssef Al-Abdullah,3,2,3,2,2,3,2,1,2,2,1
Microsoft Yammer,Youssef Al-Abdullah,0,3,3,3,2,1,1,2,1,1,1
Microsoft Yammer,Youssef Al-Abdullah,0,1,2,2,3,2,2,2,1,2,1
Microsoft Yammer,Youssef Al-Abdullah,2,1,3,3,2,1,2,2,2,1,1
Microsoft Yammer,Youssef Al-Abdullah,1,3,2,2,3,1,2,1,2,1,1
Microsoft Yammer,Youssef Al-Abdullah,4,1,2,3,3,3,2,3,3,3,1
Microsoft PowerApps,Omar Al-Ghanim,3,1,2,2,1,2,2,3,2,2,1
Microsoft PowerApps,Omar Al-Ghanim,2,2,1,2,1,1,1,2,1,3,1
Microsoft PowerApps,Omar Al-Ghanim,2,1,1,2,1,1,3,2,2,2,1
Microsoft PowerApps,Omar Al-Ghanim,5,2,1,2,1,2,2,3,2,2,1
Microsoft PowerApps,Omar Al-Ghanim,1,2,1,2,1,1,3,2,1,1,1
Microsoft PowerApps,Omar Al-Ghanim,4,2,2,2,1,3,1,2,3,3,1
Microsoft PowerPoint,Aisha Al-Shammari,0,2,1,2,1,1,3,2,2,2,0
Microsoft PowerPoint,Aisha Al-Shammari,3,2,2,1,1,2,2,1,2,2,0
Microsoft PowerPoint,Aisha Al-Shammari,2,1,2,1,1,1,2,2,1,1,0
Microsoft PowerPoint,Aisha Al-Shammari,5,2,2,1,1,3,2,3,2,2,0
Microsoft PowerPoint,Aisha Al-Shammari,5,2,2,2,1,3,3,2,2,2,0
Microsoft PowerPoint,Aisha Al-Shammari,3,1,1,2,1,3,3,1,3,3,0
Microsoft PowerPoint,Hassan Al-Subhi,1,1,2,3,3,2,2,1,2,2,0
Microsoft PowerPoint,Hassan Al-Subhi,0,1,3,3,2,1,2,1,1,3,0
Microsoft PowerPoint,Hassan Al-Subhi,5,2,2,2,3,3,2,2,2,2,0
Microsoft PowerPoint,Hassan Al-Subhi,1,3,2,3,2,2,1,2,2,1,0
Microsoft PowerPoint,Hassan Al-Subhi,1,3,3,2,3,2,2,1,2,2,0
Microsoft PowerPoint,Hassan Al-Subhi,4,1,3,3,3,2,3,2,3,2,0
Microsoft PowerPoint,Hassan Al-Subhi,5,1,2,3,2,2,3,1,3,3,0
Microsoft PowerPoint,Hassan Al-Subhi,2,2,2,2,2,1,2,1,1,1,0
Microsoft PowerPoint,Hassan Al-Subhi,5,1,2,3,2,2,2,2,2,2,0
Microsoft PowerPoint,Hassan Al-Subhi,0,3,3,3,3,2,1,2,1,3,0
Microsoft PowerPoint,Hassan Al-Subhi,2,3,2,3,2,2,3,1,2,2,0
Microsoft Delve,Mohammed Al-Badrani,5,3,2,2,2,3,1,3,3,2,1
Microsoft Delve,Mohammed Al-Badrani,2,2,2,2,2,2,1,1,1,3,1
Microsoft Delve,Mohammed Al-Badrani,2,3,2,3,2,1,2,2,2,3,1
Microsoft Delve,Mohammed Al-Badrani,2,1,2,2,3,1,2,1,2,1,1
Microsoft Delve,Mohammed Al-Badrani,0,2,2,2,2,2,3,2,2,1,1
Microsoft Delve,Mohammed Al-Badrani,4,2,3,2,3,3,1,1,3,2,1
Microsoft Yammer,Layla Al-Khalid,4,2,3,2,2,3,3,3,3,2,1
Microsoft Yammer,Layla Al-Khalid,2,3,3,2,2,1,2,1,1,2,1
Microsoft Yammer,Layla Al-Khalid,4,1,2,2,3,2,2,2,2,3,1
Microsoft Yammer,Layla Al-Khalid,0,3,3,3,2,1,3,2,2,2,1
Microsoft Yammer,Layla Al-Khalid,3,2,3,3,3,2,1,2,3,3,1
Microsoft Outlook,Omar Al-Ghanim,4,1,1,2,1,3,1,3,3,2,0
Microsoft Outlook,Omar Al-Ghanim,2,2,1,1,1,1,3,1,2,1,0
Microsoft Outlook,Omar Al-Ghanim,4,1,1,1,1,3,2,1,2,3,0
Microsoft Outlook,Omar Al-Ghanim,5,2,2,1,1,2,2,1,3,3,0
Microsoft Outlook,Omar Al-Ghanim,5,2,2,2,1,2,1,1,3,3,0
Microsoft Outlook,Omar Al-Ghanim,3,1,1,2,1,3,1,1,2,2,0
Microsoft Outlook,Omar Al-Ghanim,1,2,2,2,1,2,1,2,1,3,0
Microsoft Outlook,Omar Al-Ghanim,1,1,2,1,1,1,3,1,1,2,0
Microsoft Delve,Youssef Al-Abdullah,4,2,2,2,3,2,2,3,3,3,1
Microsoft Delve,Youssef Al-Abdullah,4,3,3,3,2,2,3,2,3,3,1
Microsoft Delve,Youssef Al-Abdullah,1,3,3,2,2,2,3,1,2,1,1
Microsoft Delve,Youssef Al-Abdullah,4,1,2,2,2,2,1,2,3,2,1
Microsoft Delve,Youssef Al-Abdullah,4,3,3,3,2,2,2,1,3,2,1
Microsoft Delve,Youssef Al-Abdullah,4,2,3,3,3,3,2,3,2,2,1
Microsoft Delve,Youssef Al-Abdullah,3,2,2,3,3,3,1,2,3,2,1
Microsoft Delve,Youssef Al-Abdullah,3,2,3,3,3,2,2,3,2,3,1
Microsoft Delve,Youssef Al-Abdullah,2,2,2,3,2,2,2,2,1,2,1
Microsoft Delve,Youssef Al-Abdullah,2,3,2,3,3,2,3,2,1,3,1
Microsoft Delve,Youssef Al-Abdullah,0,3,2,3,3,2,2,1,1,2,1
Microsoft Visio,Amin Al-Juaied,3,1,2,2,3,2,3,2,2,3,1
Microsoft Visio,Amin Al-Juaied,0,1,3,2,3,2,3,2,1,2,1
Microsoft Visio,Amin Al-Juaied,2,3,2,3,3,2,2,2,1,1,1
Microsoft Visio,Amin Al-Juaied,1,1,3,2,3,1,3,2,2,3,1
Microsoft Visio,Amin Al-Juaied,2,1,2,2,3,2,1,2,1,3,1
Microsoft Visio,Amin Al-Juaied,3,1,2,3,2,3,1,2,3,2,1
Microsoft PowerApps,Sara Al-Otaibi,5,1,1,2,1,2,1,1,3,3,1
Microsoft PowerApps,Sara Al-Otaibi,2,1,2,1,1,1,3,2,2,2,1
Microsoft PowerApps,Sara Al-Otaibi,2,1,2,1,1,2,1,2,1,3,1
Microsoft PowerApps,Sara Al-Otaibi,1,2,1,1,1,2,3,1,2,3,1
Microsoft PowerApps,Sara Al-Otaibi,3,1,1,2,1,2,3,3,3,3,1
Microsoft PowerApps,Sara Al-Otaibi,4,1,1,2,1,3,2,3,3,3,1
Microsoft Word,Layla Al-Khalid,1,2,3,2,2,2,3,2,1,3,0
Microsoft Word,Layla Al-Khalid,3,3,2,2,3,3,1,1,3,2,0
Microsoft Word,Layla Al-Khalid,4,2,2,2,2,3,2,1,3,2,0
Microsoft Word,Layla Al-Khalid,3,1,2,2,2,2,2,1,2,3,0
Microsoft Word,Layla Al-Khalid,4,3,2,3,3,3,2,1,2,2,0
Microsoft Word,Layla Al-Khalid,1,2,3,3,3,2,2,1,1,2,0
Microsoft Word,Layla Al-Khalid,3,3,2,3,3,2,2,3,3,2,0
Microsoft Word,Layla Al-Khalid,0,2,3,3,2,2,2,2,2,3,0
Microsoft Word,Layla Al-Khalid,5,2,2,3,3,3,3,2,3,2,0
Microsoft Word,Layla Al-Khalid,2,2,2,3,3,2,2,2,2,3,0
Microsoft Word,Layla Al-Khalid,3,1,3,3,2,3,1,2,2,2,0
Microsoft Word,Layla Al-Khalid,2,3,3,3,3,1,1,2,2,3,0
Microsoft Power BI,Omar Al-Ghanim,4,2,2,1,1,2,2,3,3,3,1
Microsoft Power BI,Omar Al-Ghanim,3,1,2,1,1,3,2,1,3,2,1
Microsoft Power BI,Omar Al-Ghanim,0,1,2,2,1,1,1,1,2,3,1
Microsoft Power BI,Omar Al-Ghanim,5,2,2,1,1,2,2,1,3,2,1
Microsoft Power BI,Omar Al-Ghanim,2,2,2,2,1,2,1,2,2,2,1
Microsoft Power BI,Omar Al-Ghanim,0,2,2,2,1,1,3,1,1,2,1
Microsoft Power BI,Omar Al-Ghanim,4,2,2,1,1,3,1,2,3,2,1
Microsoft Power BI,Omar Al-Ghanim,5,2,1,1,1,2,1,3,3,3,1
Microsoft Power BI,Omar Al-Ghanim,4,2,1,2,1,3,2,1,3,2,1
Microsoft OneDrive,Omar Al-Ghanim,5,1,2,1,1,2,1,3,3,3,1
Microsoft OneDrive,Omar Al-Ghanim,0,1,2,1,1,1,2,2,1,2,1
Microsoft OneDrive,Omar Al-Ghanim,5,2,2,2,1,2,2,3,3,2,1
Microsoft OneDrive,Omar Al-Ghanim,4,2,1,2,1,3,2,1,3,2,1
Microsoft OneDrive,Omar Al-Ghanim,1,1,2,1,1,1,2,2,2,1,1
Microsoft OneDrive,Omar Al-Ghanim,0,2,2,2,1,1,2,1,2,1,1
Microsoft OneDrive,Omar Al-Ghanim,4,1,1,1,1,2,1,1,2,3,1
Microsoft OneDrive,Omar Al-Ghanim,4,1,1,1,1,3,3,3,2,2,1
Microsoft Excel,Youssef Al-Abdullah,5,1,2,3,2,2,1,1,3,3,0
Microsoft Excel,Youssef Al-Abdullah,0,3,2,2,2,1,1,2,1,2,0
Microsoft Excel,Youssef Al-Abdullah,4,1,2,2,3,3,1,2,2,2,0
Microsoft Excel,Youssef Al-Abdullah,2,3,3,2,2,1,2,2,1,1,0
Microsoft Excel,Youssef Al-Abdullah,3,3,3,3,2,2,1,1,3,2,0
Microsoft Excel,Youssef Al-Abdullah,0,1,3,2,3,1,3,1,1,1,0
Microsoft Excel,Youssef Al-Abdullah,1,2,2,2,3,1,1,2,1,1,0
Microsoft Excel,Youssef Al-Abdullah,3,1,2,3,3,3,2,1,3,3,0
Microsoft PowerApps,Layla Al-Khalid,1,2,2,2,2,2,3,1,2,3,1
Microsoft PowerApps,Layla Al-Khalid,4,2,3,3,3,2,2,2,3,2,1
Microsoft PowerApps,Layla Al-Khalid,0,2,3,2,3,1,1,1,2,1,1
Microsoft PowerApps,Layla Al-Khalid,5,3,2,2,3,3,2,2,2,2,1
Microsoft PowerApps,Layla Al-Khalid,3,3,2,3,3,2,3,1,3,2,1
Microsoft PowerApps,Layla Al-Khalid,1,3,3,3,3,1,1,1,2,2,1
Microsoft PowerApps,Layla Al-Khalid,3,3,3,2,2,3,2,1,2,2,1
Microsoft PowerApps,Layla Al-Khalid,4,2,3,2,2,2,3,3,3,2,1
Microsoft PowerApps,Layla Al-Khalid,5,2,3,3,2,2,1,2,3,3,1
Microsoft PowerApps,Layla Al-Khalid,1,2,2,2,3,1,1,1,1,1,1
Microsoft PowerApps,Hassan Al-Subhi,3,3,3,2,2,3,3,1,3,2,1
Microsoft PowerApps,Hassan Al-Subhi,4,2,2,2,3,3,2,3,3,3,1
Microsoft PowerApps,Hassan Al-Subhi,1,1,3,2,3,1,2,2,1,2,1
Microsoft PowerApps,Hassan Al-Subhi,0,1,2,2,3,2,2,1,2,2,1
Microsoft PowerApps,Hassan Al-Subhi,1,2,3,3,2,1,3,2,1,3,1
Microsoft PowerApps,Hassan Al-Subhi,4,3,2,3,3,3,1,2,2,2,1
Microsoft PowerApps,Hassan Al-Subhi,2,1,2,2,3,1,1,1,2,3,1
Microsoft PowerApps,Hassan Al-Subhi,4,2,3,3,2,2,1,1,3,2,1
Microsoft PowerApps,Hassan Al-Subhi,0,3,2,2,3,2,2,1,2,2,1
Microsoft PowerApps,Hassan Al-Subhi,0,1,2,2,3,2,1,1,1,1,1
Microsoft PowerApps,Hassan Al-Subhi,1,3,3,3,3,1,3,2,2,2,1
Microsoft PowerApps,Hassan Al-Subhi,4,3,3,2,2,3,3,3,2,2,1
Microsoft Power BI,Hassan Al-Subhi,5,3,2,2,3,2,1,1,2,3,1
Microsoft Power BI,Hassan Al-Subhi,0,3,2,2,3,1,3,1,2,1,1
Microsoft Power BI,Hassan Al-Subhi,2,1,2,2,2,2,2,1,2,3,1
Microsoft Power BI,Hassan Al-Subhi,2,1,3,2,2,2,1,2,1,1,1
Microsoft Power BI,Hassan Al-Subhi,1,3,2,2,3,2,1,1,2,3,1
Microsoft Power BI,Hassan Al-Subhi,1,1,3,2,3,1,3,1,1,1,1
Microsoft PowerApps,Amin Al-Juaied,0,1,2,2,3,2,3,1,2,2,1
Microsoft PowerApps,Amin Al-Juaied,2,1,3,3,2,2,3,2,1,1,1
Microsoft PowerApps,Amin Al-Juaied,3,2,3,3,3,2,2,1,3,2,1
Microsoft PowerApps,Amin Al-Juaied,0,2,2,3,2,2,3,1,2,1,1
Microsoft PowerApps,Amin Al-Juaied,4,1,2,3,2,2,1,3,2,2,1
Microsoft PowerApps,Amin Al-Juaied,2,2,2,3,3,1,3,1,2,2,1
Microsoft OneDrive,Noor Al-Harbi,2,3,2,3,2,1,2,1,1,2,1
Microsoft OneDrive,Noor Al-Harbi,1,2,2,3,2,2,1,1,2,3,1
Microsoft OneDrive,Noor Al-Harbi,3,3,2,3,3,3,1,1,2,3,1
Microsoft OneDrive,Noor Al-Harbi,3,3,3,3,3,2,2,2,2,3,1
Microsoft OneDrive,Noor Al-Harbi,5,2,2,3,2,3,3,1,2,2,1
Microsoft OneDrive,Noor Al-Harbi,3,3,3,2,2,2,2,2,3,2,1
Microsoft OneDrive,Noor Al-Harbi,2,1,2,2,2,2,1,1,2,3,1
Microsoft OneDrive,Noor Al-Harbi,1,3,3,2,2,2,3,2,2,2,1
Microsoft Power BI,Fatima Al-Jamal,2,1,3,2,3,2,1,2,1,3,1
Microsoft Power BI,Fatima Al-Jamal,0,2,2,2,2,2,1,2,2,2,1
Microsoft Power BI,Fatima Al-Jamal,5,2,3,3,3,2,1,2,3,3,1
Microsoft Power BI,Fatima Al-Jamal,2,3,2,3,3,1,2,1,2,1,1
Microsoft Power BI,Fatima Al-Jamal,4,1,2,2,2,3,3,3,2,3,1
Microsoft Power BI,Fatima Al-Jamal,3,2,3,3,3,2,2,1,2,3,1
Microsoft Power BI,Fatima Al-Jamal,1,3,3,3,2,2,3,1,1,1,1
Microsoft Power BI,Fatima Al-Jamal,0,1,2,3,2,2,3,2,1,1,1
Microsoft Power BI,Fatima Al-Jamal,4,3,3,3,3,3,3,1,2,2,1
Microsoft Excel,Aisha Al-Shammari,3,1,2,2,1,2,2,2,3,2,0
Microsoft Excel,Aisha Al-Shammari,1,1,2,2,1,1,2,1,1,3,0
Microsoft Excel,Aisha Al-Shammari,1,1,1,2,1,2,1,2,2,2,0
Microsoft Excel,Aisha Al-Shammari,2,2,2,1,1,2,3,2,2,3,0
Microsoft Excel,Aisha Al-Shammari,1,1,1,1,1,1,2,2,2,3,0
Microsoft Excel,Aisha Al-Shammari,5,2,2,2,1,2,3,3,3,2,0
Microsoft Power BI,Aisha Al-Shammari,0,1,1,1,1,2,2,2,1,3,1
Microsoft Power BI,Aisha Al-Shammari,0,1,2,2,1,1,3,2,1,2,1
Microsoft Power BI,Aisha Al-Shammari,2,2,1,1,1,1,3,2,1,3,1
Microsoft Power BI,Aisha Al-Shammari,0,2,1,1,1,2,3,1,1,3,1
Microsoft Power BI,Aisha Al-Shammari,2,1,1,1,1,2,3,1,2,1,1
Microsoft Power BI,Aisha Al-Shammari,1,2,1,2,1,1,3,1,1,3,1
Microsoft Power BI,Aisha Al-Shammari,2,1,2,1,1,1,2,1,2,3,1
Microsoft Power BI,Aisha Al-Shammari,0,1,1,1,1,1,2,2,1,3,1
Microsoft Power BI,Aisha Al-Shammari,4,2,1,2,1,3,1,3,3,2,1
Microsoft Power BI,Aisha Al-Shammari,1,2,1,1,1,1,1,1,1,3,1
Microsoft Yammer,Hassan Al-Subhi,5,2,2,2,3,2,3,3,3,3,1
Microsoft Yammer,Hassan Al-Subhi,0,1,2,3,2,1,2,2,1,1,1
